Cliente,Auto,Ubicación,Fecha,Pago,Seguro Empresa
3801,117,136,20/11/2019,Efectivo,SI
497,9,549,17/01/2019,Efectivo,SI
1721,124,27,08/07/2019,Credito,SI
913,49,168,11/06/2019,Credito,SI
3916,113,91,04/10/2018,Credito,SI
965,101,58,06/12/2018,Efectivo,SI
3349,107,25,02/09/2015,Credito,NO
461,50,282,19/04/2018,Efectivo,SI
705,52,335,02/10/2018,Credito,SI
3963,125,22,06/09/2018,Credito,SI
1124,54,508,07/03/2017,Credito,NO
3284,43,308,10/08/2017,Efectivo,NO
326,53,18,01/09/2019,Efectivo,SI
1963,124,273,31/07/2018,Credito,NO
794,48,168,14/12/2017,Credito,SI
3280,12,448,27/01/2016,Efectivo,NO
2247,34,393,13/01/2015,Efectivo,NO
682,38,460,27/02/2015,Efectivo,SI
474,98,301,23/10/2015,Credito,SI
3027,34,467,23/03/2016,Efectivo,SI
2262,9,256,16/10/2017,Credito,NO
936,46,119,10/01/2017,Credito,SI
1897,64,398,05/10/2019,Credito,SI
2140,144,554,15/09/2015,Credito,NO
703,10,435,19/01/2018,Efectivo,SI
1895,84,481,24/12/2015,Efectivo,SI
493,19,242,21/07/2016,Credito,SI
3683,98,115,20/01/2019,Credito,SI
2357,80,48,11/07/2018,Credito,SI
1408,118,86,06/02/2015,Efectivo,SI
1901,132,355,22/12/2015,Credito,NO
242,19,466,23/07/2015,Credito,SI
2588,46,139,24/12/2016,Efectivo,NO
339,69,377,26/01/2017,Efectivo,NO
3001,31,237,11/02/2018,Credito,SI
827,156,165,09/12/2016,Efectivo,NO
3130,116,251,27/07/2019,Credito,NO
3176,130,534,30/03/2018,Credito,NO
1288,12,307,21/11/2015,Credito,SI
3801,31,228,11/02/2015,Efectivo,SI
3430,92,388,02/07/2017,Efectivo,NO
2802,68,507,23/06/2016,Credito,SI
1162,99,160,01/05/2019,Efectivo,SI
43,118,253,03/03/2017,Credito,SI
516,135,153,19/06/2017,Efectivo,NO
3924,25,580,27/03/2018,Efectivo,NO
1423,131,452,13/04/2017,Credito,SI
2369,68,80,12/12/2015,Credito,NO
1182,4,190,19/06/2015,Credito,NO
133,16,585,16/08/2016,Credito,SI
2223,33,484,03/10/2016,Efectivo,NO
1540,79,141,19/10/2016,Efectivo,SI
319,99,169,26/11/2018,Credito,NO
1863,100,425,31/12/2015,Efectivo,SI
2703,129,372,27/02/2017,Credito,SI
339,80,221,19/04/2019,Efectivo,SI
668,85,29,21/10/2017,Credito,NO
1806,103,543,27/07/2015,Efectivo,NO
3378,118,508,10/11/2019,Efectivo,NO
46,42,444,12/01/2017,Efectivo,SI
3314,148,385,24/12/2017,Credito,NO
2232,66,255,04/02/2015,Efectivo,NO
950,63,312,08/03/2018,Credito,SI
3776,86,594,26/12/2018,Credito,SI
1943,118,479,20/08/2019,Efectivo,NO
3302,139,236,13/02/2017,Efectivo,NO
1551,126,556,26/07/2016,Efectivo,NO
2425,132,125,25/02/2016,Credito,SI
1793,37,29,12/04/2017,Efectivo,NO
1184,103,108,18/07/2019,Efectivo,NO
780,26,380,13/06/2019,Efectivo,NO
3104,86,139,19/07/2015,Credito,NO
3486,91,478,29/01/2016,Credito,SI
2203,118,254,08/08/2019,Efectivo,SI
3499,61,432,25/03/2017,Efectivo,NO
970,67,94,27/05/2018,Credito,NO
3407,73,60,06/09/2019,Credito,NO
3444,102,82,02/11/2019,Credito,NO
2869,153,159,16/03/2015,Credito,NO
2278,148,141,02/03/2019,Credito,SI
2545,20,152,03/05/2015,Credito,NO
2872,74,597,18/08/2018,Credito,NO
546,68,577,14/05/2015,Credito,NO
2539,153,510,03/03/2016,Efectivo,SI
3179,50,292,21/09/2018,Credito,SI
2861,7,473,19/03/2017,Credito,SI
1219,65,426,23/05/2017,Efectivo,SI
3950,35,579,06/10/2015,Credito,SI
1476,25,124,17/07/2019,Credito,SI
3147,6,31,13/08/2019,Credito,SI
1259,140,586,14/10/2018,Efectivo,NO
851,107,461,11/01/2019,Credito,SI
634,113,423,20/09/2018,Credito,NO
1026,141,529,31/07/2019,Credito,NO
3449,23,50,22/04/2019,Efectivo,NO
938,84,197,24/07/2019,Efectivo,SI
2692,55,365,20/05/2016,Efectivo,SI
3988,68,339,12/11/2016,Credito,SI
56,63,503,03/11/2018,Credito,SI
3239,7,535,25/12/2016,Efectivo,SI
95,102,115,28/09/2018,Credito,NO
3515,155,460,06/08/2019,Efectivo,SI
82,35,384,19/05/2017,Efectivo,SI
1386,82,36,16/12/2015,Efectivo,SI
435,34,258,23/07/2016,Efectivo,NO
2247,66,417,18/02/2016,Credito,SI
198,26,102,28/07/2015,Credito,SI
88,68,470,12/03/2016,Credito,NO
678,125,378,25/04/2017,Efectivo,SI
1782,12,243,29/10/2019,Efectivo,NO
151,45,135,21/01/2018,Credito,SI
37,120,574,30/12/2017,Credito,NO
1124,13,410,16/11/2016,Credito,SI
2374,14,587,01/12/2015,Credito,SI
2435,36,410,27/12/2018,Credito,NO
2192,51,121,31/03/2015,Credito,NO
912,110,12,16/11/2018,Efectivo,SI
2182,77,577,05/01/2019,Credito,SI
1315,81,37,17/08/2018,Efectivo,NO
941,51,511,20/09/2019,Efectivo,NO
3013,47,408,01/03/2019,Credito,SI
3085,70,393,26/10/2016,Credito,SI
2100,38,349,14/06/2018,Efectivo,NO
3291,98,366,30/08/2018,Efectivo,SI
1852,121,161,22/07/2018,Credito,SI
3476,47,283,04/11/2018,Credito,NO
2359,67,538,31/10/2018,Efectivo,NO
2884,1,252,07/04/2015,Efectivo,SI
2138,140,98,20/01/2018,Credito,SI
469,45,202,10/02/2016,Efectivo,NO
861,139,118,12/02/2018,Efectivo,NO
687,48,148,30/04/2017,Credito,SI
3492,38,331,09/01/2016,Credito,SI
1477,80,362,03/10/2015,Efectivo,NO
548,131,259,02/03/2015,Efectivo,SI
2903,128,234,29/11/2017,Efectivo,SI
1192,119,598,18/09/2016,Efectivo,NO
300,127,38,03/03/2019,Credito,NO
2479,146,465,27/06/2015,Credito,NO
3296,66,226,28/03/2016,Credito,NO
446,100,196,20/10/2015,Credito,SI
266,103,270,24/11/2016,Efectivo,SI
945,38,148,28/07/2015,Efectivo,SI
3170,116,246,16/12/2017,Efectivo,NO
169,13,470,26/12/2017,Credito,NO
2978,78,598,01/03/2017,Credito,NO
3407,133,586,07/12/2016,Efectivo,SI
3069,157,333,21/07/2015,Efectivo,SI
3948,128,441,10/05/2015,Efectivo,SI
1485,46,263,02/09/2015,Credito,NO
2904,47,308,13/11/2018,Efectivo,SI
926,143,151,12/04/2015,Efectivo,SI
2650,133,352,11/10/2017,Efectivo,NO
1023,51,365,25/09/2017,Efectivo,NO
979,114,441,20/01/2019,Efectivo,SI
988,44,199,10/03/2018,Efectivo,NO
3350,32,49,03/03/2018,Credito,SI
3383,32,442,09/10/2018,Credito,SI
689,42,504,25/04/2018,Efectivo,NO
1111,11,96,27/09/2018,Credito,NO
3237,19,580,28/02/2017,Credito,SI
1374,129,569,12/11/2017,Efectivo,NO
613,113,271,15/12/2016,Credito,SI
866,24,213,25/11/2018,Credito,NO
2422,54,601,20/06/2015,Efectivo,NO
2350,126,390,02/04/2017,Efectivo,SI
3502,54,245,23/01/2018,Credito,NO
2827,41,245,01/10/2015,Efectivo,NO
1401,107,169,31/05/2018,Credito,SI
1082,110,432,24/12/2017,Efectivo,SI
2151,127,354,16/07/2015,Credito,SI
3680,120,260,13/02/2015,Credito,SI
767,46,180,23/04/2019,Efectivo,NO
2113,146,448,01/12/2019,Credito,NO
3545,51,603,25/06/2019,Credito,SI
92,84,576,20/11/2017,Credito,SI
1998,139,152,09/01/2017,Efectivo,NO
3835,151,358,14/02/2016,Credito,NO
2088,71,167,31/08/2019,Credito,SI
908,79,564,26/05/2018,Efectivo,NO
2563,123,174,18/12/2017,Credito,SI
755,94,519,22/07/2015,Efectivo,NO
1161,5,35,27/09/2019,Credito,SI
2411,119,438,05/05/2015,Efectivo,NO
2461,124,210,06/10/2015,Efectivo,SI
1876,57,313,28/01/2015,Credito,NO
3008,150,181,25/07/2018,Credito,SI
1502,120,193,03/02/2017,Efectivo,SI
2038,134,202,28/11/2019,Credito,SI
2887,74,483,10/12/2017,Efectivo,NO
1438,116,34,06/06/2015,Efectivo,NO
362,28,439,03/02/2017,Efectivo,NO
1623,20,101,27/08/2019,Efectivo,SI
3753,99,457,16/06/2015,Efectivo,SI
1585,152,406,19/01/2017,Efectivo,NO
1424,10,331,18/03/2017,Credito,SI
2138,112,333,29/10/2016,Efectivo,NO
3142,98,56,28/04/2016,Credito,SI
3306,7,407,05/05/2017,Efectivo,NO
1112,85,548,24/12/2017,Efectivo,NO
798,20,425,08/06/2018,Credito,SI
3805,47,110,06/07/2016,Efectivo,SI
1671,109,504,11/07/2016,Efectivo,NO
3001,86,289,25/11/2017,Efectivo,NO
1661,89,446,20/06/2018,Efectivo,NO
3277,27,602,29/07/2016,Credito,NO
1628,49,104,20/07/2017,Efectivo,SI
549,110,276,01/05/2016,Credito,NO
2164,17,428,10/04/2016,Efectivo,SI
1627,37,148,12/08/2017,Credito,SI
1103,4,424,21/05/2016,Credito,NO
2583,130,209,21/12/2017,Credito,SI
3402,139,234,03/02/2018,Efectivo,SI
3096,73,152,22/11/2018,Efectivo,NO
3392,21,551,02/06/2018,Efectivo,NO
3077,44,212,25/12/2019,Credito,NO
2934,145,215,26/09/2015,Efectivo,NO
2530,102,574,24/02/2017,Credito,SI
3465,142,595,27/09/2019,Efectivo,NO
1119,135,216,23/07/2017,Credito,SI
505,28,522,30/04/2015,Efectivo,NO
1481,48,360,04/11/2019,Efectivo,NO
3906,138,92,22/05/2019,Efectivo,SI
2820,7,225,08/09/2019,Credito,SI
1972,33,569,13/05/2019,Credito,NO
3002,81,407,06/10/2017,Efectivo,NO
1679,108,320,25/01/2018,Credito,SI
2031,50,89,15/01/2018,Efectivo,NO
301,74,153,18/04/2019,Efectivo,SI
1288,116,76,14/11/2017,Credito,SI
31,131,451,26/08/2016,Credito,SI
2640,4,524,06/01/2016,Efectivo,NO
59,104,512,26/07/2016,Efectivo,SI
392,11,527,29/06/2018,Efectivo,SI
3299,53,82,04/09/2015,Efectivo,NO
288,88,401,03/07/2019,Credito,NO
1168,134,380,20/06/2016,Efectivo,SI
459,121,104,15/11/2016,Efectivo,NO
1889,117,59,25/05/2019,Efectivo,NO
3864,38,546,29/09/2015,Credito,NO
1234,149,286,04/08/2019,Efectivo,NO
130,144,333,02/11/2018,Efectivo,SI
97,145,77,08/01/2016,Efectivo,SI
1942,59,405,20/02/2015,Efectivo,NO
1839,100,28,18/07/2018,Credito,SI
3466,113,485,20/11/2016,Efectivo,SI
406,129,312,16/08/2017,Efectivo,SI
1170,104,358,15/11/2017,Credito,NO
289,67,397,14/08/2016,Efectivo,NO
1185,65,251,29/07/2018,Efectivo,SI
229,82,135,22/08/2017,Efectivo,NO
529,21,319,08/03/2016,Efectivo,NO
3415,59,396,09/03/2017,Credito,NO
1365,8,473,06/11/2019,Efectivo,NO
2804,69,325,05/04/2015,Credito,SI
231,27,525,01/05/2018,Credito,SI
206,127,40,10/06/2017,Efectivo,NO
1471,65,76,30/04/2015,Efectivo,NO
1210,101,122,03/03/2019,Credito,NO
3986,151,492,02/03/2017,Efectivo,NO
2865,129,484,17/11/2015,Efectivo,NO
1340,5,368,16/05/2015,Efectivo,SI
944,22,554,11/07/2017,Credito,NO
751,65,408,03/07/2015,Credito,NO
2929,96,241,07/01/2017,Credito,NO
2601,135,417,08/04/2016,Credito,SI
452,134,495,30/08/2018,Credito,SI
208,145,280,18/09/2018,Credito,NO
3383,23,207,13/02/2015,Efectivo,NO
2566,57,193,30/05/2015,Credito,SI
1301,95,452,26/01/2016,Credito,SI
80,126,388,14/12/2017,Efectivo,NO
3915,71,304,15/05/2018,Credito,SI
3315,65,188,26/11/2017,Efectivo,SI
1585,113,113,15/09/2019,Credito,NO
1091,41,71,22/11/2017,Credito,NO
1137,53,548,04/02/2019,Credito,SI
2811,85,441,24/05/2017,Efectivo,NO
946,85,226,01/05/2016,Efectivo,SI
2514,63,399,20/08/2018,Credito,SI
2233,79,286,24/10/2019,Credito,NO
241,54,255,01/12/2017,Efectivo,NO
3260,14,242,31/05/2017,Credito,NO
2163,57,206,09/08/2018,Credito,NO
1878,29,521,25/05/2016,Efectivo,NO
3876,95,456,24/08/2016,Credito,NO
83,49,266,15/09/2018,Credito,NO
2019,100,259,26/03/2019,Efectivo,SI
3887,99,215,06/02/2017,Efectivo,NO
1802,133,547,06/03/2016,Credito,SI
128,82,483,08/05/2019,Efectivo,NO
319,148,68,29/09/2016,Efectivo,NO
3862,62,313,20/02/2016,Credito,SI
1200,69,222,26/05/2017,Credito,SI
161,50,107,20/03/2016,Credito,SI
3297,143,69,28/05/2019,Efectivo,NO
2395,30,439,10/03/2016,Efectivo,NO
2873,107,82,01/07/2019,Credito,NO
1881,108,550,10/07/2019,Efectivo,SI
373,80,389,03/01/2016,Credito,SI
2779,143,520,16/01/2019,Efectivo,SI
559,121,22,09/03/2016,Efectivo,SI
1481,85,276,23/03/2015,Credito,NO
2265,142,41,03/07/2017,Credito,SI
2555,119,332,09/04/2018,Credito,SI
3730,44,495,11/06/2018,Credito,SI
895,121,316,29/04/2019,Credito,SI
91,75,317,22/03/2015,Efectivo,SI
1208,118,226,06/08/2019,Credito,SI
1371,143,213,07/12/2016,Credito,SI
2915,23,272,17/10/2019,Credito,NO
462,71,113,14/12/2019,Efectivo,NO
1822,51,218,17/12/2017,Efectivo,NO
477,90,527,01/03/2016,Efectivo,SI
1825,142,316,11/02/2016,Credito,SI
3036,74,279,01/11/2016,Credito,SI
402,100,504,22/06/2018,Credito,NO
704,21,189,26/12/2017,Efectivo,NO
994,63,354,05/11/2018,Efectivo,NO
794,132,236,17/02/2019,Efectivo,SI
1123,151,470,04/05/2018,Credito,SI
3175,112,57,10/01/2018,Credito,NO
3930,37,302,08/05/2015,Credito,SI
1579,68,202,20/08/2017,Credito,NO
2402,5,395,14/08/2017,Efectivo,SI
2410,82,546,01/07/2016,Credito,SI
210,135,351,13/07/2016,Efectivo,SI
1244,30,600,06/07/2019,Credito,SI
1351,134,276,03/01/2017,Efectivo,NO
1415,65,504,11/05/2016,Credito,SI
810,11,271,27/10/2019,Credito,SI
1289,148,428,16/09/2019,Credito,SI
1176,153,307,21/08/2018,Efectivo,SI
2322,30,342,11/06/2017,Credito,NO
1883,62,201,17/05/2018,Credito,SI
3914,22,428,09/05/2016,Credito,NO
2718,43,456,19/11/2019,Credito,NO
3852,35,418,25/03/2018,Efectivo,SI
1063,108,435,09/10/2016,Credito,NO
1733,153,70,18/05/2018,Efectivo,NO
3256,53,570,29/12/2016,Efectivo,SI
3395,98,394,21/12/2017,Efectivo,NO
1389,78,468,06/08/2019,Credito,SI
3766,78,533,29/10/2019,Credito,SI
3373,44,20,13/08/2015,Efectivo,SI
1497,22,220,13/11/2018,Credito,SI
2425,112,482,23/05/2019,Credito,SI
3129,24,217,12/08/2016,Efectivo,NO
3674,29,267,20/09/2018,Efectivo,SI
3076,91,213,01/11/2015,Efectivo,SI
2121,80,327,15/12/2016,Efectivo,NO
1139,68,50,31/01/2015,Credito,NO
2586,84,195,17/12/2016,Credito,SI
2242,73,17,07/07/2015,Credito,NO
2590,72,73,07/01/2018,Efectivo,NO
201,134,182,10/03/2018,Efectivo,SI
870,46,256,12/01/2016,Efectivo,NO
1664,55,216,16/11/2017,Efectivo,NO
2133,17,347,21/04/2018,Efectivo,SI
3790,44,176,19/06/2018,Efectivo,SI
3614,31,251,20/08/2016,Efectivo,SI
286,38,180,06/03/2016,Credito,NO
2182,75,237,10/11/2018,Efectivo,NO
2871,75,221,23/08/2016,Credito,NO
1601,122,328,26/01/2015,Efectivo,NO
3259,7,362,01/10/2019,Efectivo,NO
3056,64,152,29/03/2017,Credito,NO
624,95,328,03/11/2015,Efectivo,SI
3285,51,487,12/01/2016,Efectivo,NO
2061,100,226,23/11/2015,Efectivo,SI
1441,4,562,06/01/2018,Credito,SI
376,59,187,27/03/2015,Credito,NO
292,157,426,24/07/2015,Credito,NO
3493,34,171,29/08/2015,Credito,SI
1933,27,564,01/10/2017,Efectivo,SI
3057,68,92,24/03/2018,Efectivo,NO
3238,57,230,05/08/2015,Credito,NO
1570,28,77,04/07/2015,Credito,SI
2008,147,310,07/03/2015,Efectivo,NO
1580,44,119,20/09/2015,Efectivo,NO
1926,54,350,03/11/2017,Efectivo,NO
64,141,416,24/07/2018,Credito,SI
3160,155,124,16/01/2015,Credito,NO
1375,99,109,09/02/2016,Credito,SI
1387,74,580,09/10/2017,Efectivo,NO
3815,76,48,02/04/2017,Efectivo,SI
2960,22,268,12/07/2019,Credito,SI
1610,55,130,01/08/2015,Credito,SI
2250,109,226,04/05/2019,Efectivo,NO
965,56,174,10/07/2017,Efectivo,SI
3197,103,602,07/09/2017,Credito,NO
3610,123,287,01/09/2016,Credito,NO
2480,73,137,16/04/2017,Efectivo,NO
1944,102,466,16/12/2015,Credito,NO
3329,65,308,29/04/2018,Credito,SI
999,142,409,01/10/2017,Credito,SI
1584,134,162,13/07/2019,Efectivo,NO
628,152,131,18/03/2016,Efectivo,NO
411,139,129,20/06/2015,Credito,SI
3768,21,171,31/12/2019,Efectivo,SI
2325,89,29,30/03/2015,Efectivo,NO
2084,84,455,10/02/2016,Efectivo,NO
1731,103,417,29/06/2016,Credito,NO
1705,157,159,05/01/2017,Credito,NO
93,144,89,12/10/2018,Credito,SI
1697,43,505,15/03/2015,Efectivo,SI
30,135,474,11/02/2018,Credito,SI
3303,47,114,07/11/2019,Credito,NO
988,143,596,02/09/2015,Credito,SI
3204,75,203,17/03/2019,Credito,NO
3402,103,272,26/01/2016,Efectivo,SI
903,149,319,21/01/2019,Credito,NO
2978,103,408,11/12/2017,Efectivo,NO
930,86,240,03/05/2018,Efectivo,NO
851,102,516,17/10/2019,Credito,SI
1539,123,440,19/06/2019,Efectivo,SI
2884,11,34,01/09/2015,Credito,SI
3147,39,445,01/04/2018,Credito,NO
275,75,592,31/03/2017,Efectivo,NO
1742,14,307,10/11/2015,Efectivo,NO
182,74,218,25/10/2015,Efectivo,NO
1048,27,454,04/02/2017,Credito,SI
1045,19,497,26/01/2015,Efectivo,SI
1957,14,241,26/07/2018,Credito,SI
3973,66,256,12/06/2019,Efectivo,SI
1350,130,490,01/04/2015,Efectivo,SI
1597,38,131,05/04/2015,Credito,NO
1144,65,256,14/05/2016,Efectivo,SI
868,5,433,16/12/2017,Credito,SI
2531,135,585,21/08/2016,Credito,NO
3238,92,62,04/01/2019,Credito,NO
1484,132,561,28/04/2018,Efectivo,NO
2364,97,185,25/06/2019,Credito,SI
937,24,481,22/05/2016,Efectivo,NO
2217,132,568,21/03/2018,Credito,SI
1899,22,380,12/06/2015,Credito,SI
3095,12,73,22/09/2016,Efectivo,NO
2525,39,325,25/04/2019,Efectivo,NO
231,143,301,26/06/2019,Credito,SI
1236,140,551,31/07/2017,Credito,NO
3557,30,25,28/10/2016,Credito,NO
2415,41,271,27/10/2018,Efectivo,SI
3312,6,275,08/05/2019,Efectivo,SI
912,127,174,25/08/2016,Credito,NO
3099,27,290,19/08/2019,Efectivo,NO
968,71,291,05/11/2015,Credito,SI
553,44,286,16/02/2017,Efectivo,NO
2608,30,179,09/12/2017,Credito,SI
3633,11,596,24/08/2019,Credito,SI
3288,76,51,01/03/2015,Credito,NO
2147,91,30,14/03/2017,Efectivo,NO
1397,134,476,08/09/2017,Efectivo,SI
816,57,571,22/08/2018,Efectivo,SI
1875,51,555,15/02/2018,Credito,SI
3625,5,325,31/05/2019,Credito,NO
1753,2,71,08/08/2018,Credito,NO
2916,104,179,22/11/2015,Efectivo,SI
1497,103,82,11/08/2018,Credito,NO
565,5,331,01/09/2016,Credito,NO
3816,3,397,14/11/2015,Efectivo,SI
3272,23,371,21/05/2018,Credito,NO
1997,26,376,06/06/2018,Efectivo,SI
780,114,101,29/11/2019,Efectivo,SI
2029,27,430,04/03/2015,Credito,NO
1693,32,452,01/07/2019,Efectivo,NO
3533,135,152,25/05/2016,Credito,NO
1484,55,163,24/09/2017,Efectivo,NO
3823,55,117,26/06/2015,Efectivo,NO
1144,2,76,01/07/2019,Credito,NO
324,77,517,05/06/2018,Efectivo,NO
1779,33,379,29/11/2017,Credito,SI
324,53,369,25/07/2016,Credito,NO
3396,59,228,17/03/2019,Credito,SI
1186,43,512,21/08/2017,Credito,SI
2512,17,374,01/11/2016,Credito,NO
1349,85,189,17/07/2018,Credito,NO
1183,97,557,26/12/2019,Efectivo,SI
942,60,51,10/03/2017,Credito,SI
3421,22,119,02/10/2016,Efectivo,SI
2036,155,366,18/07/2016,Efectivo,NO
3975,157,269,27/05/2016,Credito,NO
3146,11,285,05/08/2018,Efectivo,NO
3904,102,228,11/08/2018,Efectivo,SI
2860,117,207,13/07/2018,Credito,SI
339,128,89,13/11/2017,Credito,SI
3653,3,377,30/10/2017,Credito,SI
3428,93,36,23/09/2017,Efectivo,NO
2561,87,369,21/12/2018,Efectivo,NO
1956,20,543,29/09/2017,Efectivo,SI
3981,143,385,03/06/2018,Credito,NO
2146,111,281,19/10/2017,Efectivo,SI
2948,1,418,01/09/2016,Efectivo,SI
480,32,495,16/11/2017,Credito,SI
1486,98,176,13/02/2017,Credito,SI
1926,128,415,08/10/2015,Credito,NO
1585,152,578,15/02/2016,Efectivo,SI
2509,39,529,08/08/2017,Credito,SI
3404,139,83,09/06/2019,Credito,SI
1451,90,546,21/08/2018,Credito,NO
2133,104,308,14/03/2018,Credito,SI
2406,36,238,22/01/2016,Credito,SI
663,85,322,14/02/2019,Efectivo,NO
365,40,445,12/02/2019,Efectivo,SI
3856,6,174,25/11/2017,Credito,NO
2520,80,396,03/08/2015,Credito,SI
2034,92,313,01/05/2019,Credito,NO
3115,16,63,28/01/2016,Efectivo,SI
3335,82,44,03/07/2019,Efectivo,NO
1718,66,314,18/12/2015,Credito,NO
147,51,42,13/06/2015,Efectivo,SI
301,49,302,01/11/2019,Credito,NO
123,106,442,10/06/2015,Efectivo,NO
1179,140,452,04/01/2019,Credito,NO
2494,46,257,18/04/2018,Efectivo,NO
1761,22,560,18/01/2018,Credito,SI
1902,52,339,24/02/2019,Efectivo,NO
856,33,600,10/12/2015,Efectivo,NO
3264,89,310,16/06/2016,Credito,SI
284,9,497,26/04/2018,Efectivo,SI
907,9,242,01/07/2019,Efectivo,SI
1432,43,73,04/03/2019,Efectivo,NO
3390,76,41,15/10/2019,Credito,NO
2317,115,124,11/07/2019,Efectivo,NO
1994,108,187,18/10/2019,Efectivo,NO
4000,73,397,22/02/2019,Efectivo,SI
3693,106,379,29/10/2015,Credito,SI
2046,118,342,25/11/2015,Efectivo,SI
2804,109,265,13/06/2018,Credito,SI
3298,113,422,19/07/2018,Credito,NO
3019,140,212,16/07/2015,Credito,SI
1394,141,403,01/06/2017,Efectivo,SI
1153,82,131,07/12/2017,Efectivo,SI
1485,62,216,17/05/2018,Efectivo,SI
2406,57,502,13/02/2017,Credito,SI
653,123,257,26/05/2015,Credito,NO
151,85,68,17/09/2019,Efectivo,NO
2336,140,59,05/01/2018,Efectivo,NO
2367,131,559,02/10/2017,Efectivo,SI
2849,27,411,01/01/2015,Credito,SI
363,81,158,11/08/2016,Efectivo,SI
3287,106,390,25/12/2015,Credito,NO
2813,128,74,22/03/2016,Efectivo,SI
2722,6,20,08/11/2019,Credito,NO
2388,54,233,22/11/2017,Efectivo,SI
301,96,594,08/01/2016,Credito,NO
473,119,346,29/12/2015,Credito,NO
3387,97,143,30/10/2015,Efectivo,NO
1726,119,23,12/09/2018,Efectivo,SI
2959,33,509,22/05/2015,Credito,NO
3122,15,228,21/01/2015,Credito,NO
3911,122,429,28/04/2017,Credito,NO
2587,117,99,06/03/2018,Credito,NO
948,17,172,23/06/2019,Efectivo,NO
3720,50,475,02/09/2017,Efectivo,NO
2864,56,138,03/01/2016,Credito,SI
2388,156,555,10/04/2019,Efectivo,SI
3436,42,513,09/08/2018,Efectivo,SI
2730,79,164,01/10/2017,Efectivo,SI
1295,74,528,20/10/2016,Efectivo,NO
347,21,439,02/08/2015,Credito,SI
3780,130,289,19/03/2019,Credito,NO
3426,50,521,27/09/2018,Efectivo,SI
3271,13,247,09/08/2015,Efectivo,SI
2436,116,356,10/08/2016,Efectivo,NO
1974,72,117,08/04/2015,Efectivo,SI
268,32,532,19/08/2015,Efectivo,NO
198,39,508,13/03/2017,Credito,SI
1775,141,180,17/05/2015,Credito,SI
1490,121,224,25/11/2019,Credito,SI
2640,141,390,19/06/2016,Credito,NO
1808,65,139,01/07/2018,Efectivo,SI
3253,10,88,01/10/2019,Efectivo,SI
2097,133,192,18/03/2016,Credito,NO
30,86,94,27/10/2015,Efectivo,NO
500,54,243,29/06/2018,Credito,SI
1141,122,114,07/06/2017,Credito,NO
1119,22,64,18/08/2017,Credito,NO
2359,26,78,21/04/2019,Credito,SI
1202,123,491,02/09/2018,Credito,SI
282,103,578,17/07/2018,Credito,SI
320,94,359,27/06/2016,Efectivo,NO
1274,23,93,18/02/2018,Credito,NO
3212,80,592,18/12/2018,Efectivo,NO
2131,112,299,03/09/2018,Efectivo,SI
3756,27,278,17/10/2019,Efectivo,SI
3591,127,440,09/11/2018,Efectivo,SI
3036,37,174,08/01/2017,Credito,NO
1660,134,590,29/11/2016,Efectivo,SI
3428,34,354,16/11/2016,Credito,SI
3170,31,146,12/10/2017,Efectivo,SI
831,74,451,17/08/2016,Credito,NO
66,41,243,25/12/2016,Efectivo,SI
1564,11,61,18/01/2016,Efectivo,SI
1754,116,137,17/04/2017,Credito,SI
1324,112,226,22/02/2015,Credito,NO
2529,125,201,03/05/2015,Credito,NO
1677,51,409,26/05/2015,Efectivo,NO
1000,114,158,06/02/2017,Efectivo,NO
2127,132,122,05/04/2015,Efectivo,NO
3075,12,298,18/06/2019,Credito,SI
2615,83,69,03/08/2017,Credito,NO
1104,145,334,28/01/2019,Credito,NO
3090,42,335,05/02/2015,Credito,NO
157,146,15,25/04/2016,Efectivo,NO
3753,35,551,01/05/2015,Efectivo,NO
2106,146,87,01/05/2015,Credito,SI
3578,143,309,21/08/2018,Efectivo,SI
2925,93,19,14/04/2016,Credito,SI
172,95,56,23/05/2016,Credito,NO
1316,112,362,04/08/2018,Credito,NO
1562,105,50,03/02/2015,Credito,NO
347,104,75,15/08/2017,Credito,NO
1065,151,295,14/03/2016,Efectivo,SI
2127,46,203,15/09/2017,Credito,SI
3787,78,484,10/12/2019,Credito,SI
1689,20,308,16/11/2017,Efectivo,NO
1193,157,391,27/07/2015,Credito,NO
358,56,471,14/05/2018,Efectivo,NO
3121,155,62,07/03/2018,Efectivo,SI
1401,66,331,15/01/2017,Efectivo,SI
3704,116,425,04/03/2018,Efectivo,SI
1761,54,275,27/04/2017,Efectivo,NO
2493,108,577,21/05/2019,Efectivo,NO
3781,101,558,19/12/2016,Efectivo,NO
634,137,598,06/10/2016,Efectivo,SI
1178,71,380,31/12/2015,Efectivo,SI
1499,39,252,30/03/2019,Credito,SI
2971,65,539,16/10/2018,Efectivo,NO
1776,101,579,11/09/2015,Efectivo,SI
3940,63,139,08/04/2018,Efectivo,NO
2157,42,31,26/09/2017,Efectivo,SI
550,128,585,29/03/2019,Efectivo,NO
3828,96,503,17/09/2018,Credito,SI
2942,54,165,04/07/2015,Credito,NO
2067,36,97,11/04/2017,Efectivo,SI
2694,7,162,17/10/2016,Credito,SI
1537,124,356,15/01/2019,Efectivo,NO
2142,26,159,22/04/2016,Efectivo,SI
687,129,517,06/07/2016,Credito,SI
2141,104,58,01/04/2019,Credito,NO
1540,55,522,03/08/2018,Efectivo,SI
1028,146,147,07/10/2016,Credito,SI
